;Name;leaning;type;url;X;X.1;domain
1722;Patriot News Alerts;Right;reliable;https://www.patriotnewsalerts.com;Right;;patriotnewsalerts
1723;Patriot Report;extreme right;questionable;https://www.patriotreport.com/;NA;NA;patriotreport
1724;Pluralist;Right;reliable;https://www.pluralist.com;Right;;pluralist
1725;Pensacola News Journal;least;reliable;https://www.pnj.com;least;;pnj
1726;Population Research Institute;extreme right;questionable;https://www.pop.org/;Extreme Right;questionable;pop
1727;Populist Wire;Right;reliable;https://www.populistwire.com;Right;;populistwire
1728;Positive News;Left-Center;reliable;https://www.positive.news;Left-Center;;positive
1729;PragerU;extreme right;questionable;https://www.prageru.com;extreme right;questionable;prageru
1730;Press Progress;left;reliable;https://www.pressprogress.ca/;Left;;pressprogress
1731;Prevention Magazine;NA;questionable;https://www.prevention.com/;NA;NA;prevention
1732;Project Syndicate;Left-Center;reliable;https://www.project-syndicate.org/;least;;project-syndicate
1733;Propublica;Left-Center;reliable;https://www.propublica.org/;Left-Center;;propublica
1734;Queerty;left;reliable;https://www.queerty.com;Left;;queerty
1735;The Frontier;Left-Center;reliable;https://www.readfrontier.org;Left-Center;;readfrontier
1736;RedState;Right;questionable;https://www.redstate.com;NA;NA;redstate
1737;Reed Cooper News;extreme right;questionable;https://www.reedcooper.net;Extreme Right;questionable;reedcooper
1738;Republic Report;left;reliable;https://www.republicreport.org;Left;;republicreport
1739;International Rescue Committee;least;reliable;https://www.rescue.org/;least;;rescue
1740;Resilience (Post Carbon Institute);left;reliable;https://www.resilience.org;Left;;resilience
1741;Revolver.News;Right;questionable;https://www.revolver.news/;NA;NA;revolver
1742;Radio Free Europe / Radio Liberty;least;reliable;https://www.rferl.org;least;;rferl
1743;RiverBender.com;least;reliable;https://www.riverbender.com/;least;;riverbender
1744;RT News;Right-Center;questionable;https://www.rt.com/news/;Right-Center;questionable;rt
1745;RTE (Radio Television of Ireland);least;reliable;https://www.rte.ie;least;;rte
1746;RushLimbaugh.com;Right;questionable;https://www.rushlimbaugh.com/;NA;NA;rushlimbaugh
1747;Salon;left;reliable;https://www.salon.com;Left;;salon
1748;San Diego Reader;Left-Center;reliable;https://www.sandiegoreader.com;Left-Center;;sandiegoreader
1749;San Marcos Daily Record;least;reliable;https://www.sanmarcosrecord.com;least;;sanmarcosrecord
1750;Henry Makow (savethemales.ca);NA;questionable;https://www.savethemales.ca/;NA;NA;savethemales
1751;The Science Times;Right-Center;questionable;https://www.sciencetimes.com/;NA;NA;sciencetimes
1752;South China Morning Post;Left-Center;reliable;https://www.scmp.com;Left-Center;;scmp
1753;Sentencing Project;Left-Center;reliable;https://www.sentencingproject.org/;Left-Center;;sentencingproject
1754;Seventeen;left;reliable;https://www.seventeen.com/;Left;;seventeen
1755;SmartNews;least;reliable;https://www.smartnews.com/en/;least;;smartnews
1756;Santa Monica Observer;NA;questionable;https://www.smobserved.com;Right;questionable;smobserved
1757;Snopes;least;reliable;https://www.snopes.com/;least;;snopes
1758;Sohu.com;Left-Center;questionable;https://www.sohu.com/;NA;NA;sohu
1759;SooToday.com;Left-Center;reliable;https://www.sootoday.com/;Left-Center;;sootoday
1760;Signs of the Times (SOTT);NA;questionable;https://www.sott.net/;NA;NA;sott
1761;Southern Poverty Law Center;left;reliable;https://www.splcenter.org/;Left;;splcenter
1762;Statista;least;reliable;https://www.statista.com;least;;statista
1763;STAT (News);least;reliable;https://www.statnews.com/;least;;statnews
1764;St. Pete for Peace;left;reliable;https://www.stpete4peace.org/;Left;;stpete4peace
1765;StrategyPage;least;reliable;https://www.strategypage.com;least;;strategypage
1766;Stratfor;least;reliable;https://www.stratfor.com/;least;;stratfor
1767;Stars and Stripes;least;reliable;https://www.stripes.com/;least;;stripes
1768;Student Daily News;Right-Center;reliable;https://www.studentnewsdaily.com/;Right-Center;;studentnewsdaily
1769;Stuff;Left-Center;reliable;https://www.stuff.co.nz/;Left-Center;;stuff
1770;SupplementReference.com;extreme right;questionable;https://www.supplementreference.com/;NA;NA;supplementreference
1771;SWI – Swissinfo.ch;Left-Center;reliable;https://www.swissinfo.ch/;Left-Center;;swissinfo
1772;The Post-Standard (Syracuse);least;reliable;https://www.syracuse.com;least;;syracuse
1773;Taiwan News;Left-Center;reliable;https://www.taiwannews.com.tw/;least;;taiwannews
1774;Tasnim News Agency;Right;questionable;https://www.tasnimnews.com/en;Right;;tasnimnews
1775;Tax Justice Network;Left-Center;reliable;https://www.taxjustice.net/;Left-Center;;taxjustice
1776;Tea Party Inc.;extreme right;questionable;https://www.teaparty.org/;extreme right;questionable;teaparty
1777;Techdirt;Left-Center;reliable;https://www.techdirt.com;Left-Center;;techdirt
1778;Technocracy.News;Right;questionable;https://www.technocracy.news/;NA;NA;technocracy
1779;The Tehran Times;Right;questionable;https://www.tehrantimes.com/;NA;NA;tehrantimes
1780;Texas Monthly;Left-Center;reliable;https://www.texasmonthly.com;Left-Center;;texasmonthly
1781;The Texas Observer;left;reliable;https://www.texasobserver.org;Left;;texasobserver
1782;Texas Tribune;Left-Center;reliable;https://www.texastribune.org/;least;;texastribune
1783;American Society for the Defense of Tradition Family and Property;extreme right;questionable;https://www.tfp.org/;NA;NA;tfp
1784;Advocates for Self-Government;Right-Center;reliable;https://www.theadvocates.org/;NA;NA;theadvocates
1785;The Automatic Earth;Left-Center;reliable;https://www.theautomaticearth.com/;Left-Center;;theautomaticearth
1786;The Balance;least;reliable;https://www.thebalance.com;least;;thebalance
1787;The Beltway Report;extreme right;questionable;https://www.thebeltwayreport.com/;NA;NA;thebeltwayreport
1788;The Blaze;Right;reliable;https://www.theblaze.com/;Right;;theblaze
1789;The Bureau of Investigative Journalism;least;reliable;https://www.thebureauinvestigates.com/;least;;thebureauinvestigates
1790;The Cipher Brief;least;reliable;https://www.thecipherbrief.com/;least;;thecipherbrief
1791;The Conservative Brief;Right;questionable;https://www.theconservativebrief.com;Right;questionable;theconservativebrief
1792;The Conservative Nut;Right;reliable;https://www.theconservativenut.gop;Right;;theconservativenut
1793;The Daily Vox;left;reliable;https://www.thedailyvox.co.za/;Left;;thedailyvox
1794;The Dodo;left;reliable;https://www.thedodo.com;Left;;thedodo
1795;The Freedom Times;extreme right;questionable;https://www.thefreedomtimes.com/;NA;NA;thefreedomtimes
1796;The Guardian;Left-Center;reliable;https://www.theguardian.com/us;Left-Center;;theguardian
1797;The Healthy American;Right;questionable;https://www.thehealthyamerican.org/;NA;NA;thehealthyamerican
1798;The Sumter Item;Right-Center;reliable;https://www.theitem.com/;Right-Center;;theitem
1799;The Jack News;Right-Center;reliable;https://www.thejacknews.com;Right-Center;;thejacknews
1800;The Ledger;Right-Center;reliable;https://www.theledger.com;Right-Center;;theledger
1801;The Lily;left;reliable;https://www.thelily.com/;Left;;thelily
1802;The London Economic;left;reliable;https://www.thelondoneconomic.com;Left;;thelondoneconomic
1803;The Marshall Project;least;reliable;https://www.themarshallproject.org/#.qjbbuljBK;least;;themarshallproject
1804;The Mary Sue;left;reliable;https://www.themarysue.com;Left;;themarysue
1805;Being Liberal;left;reliable;https://www.themaven.net/beingliberal;Left;;themaven
1806;The Moderated Media;least;reliable;https://www.themoderatedmedia.com;least;;themoderatedmedia
1807;The Monthly (Australia);left;reliable;https://www.themonthly.com.au/;Left-Center;;themonthly
1808;The Nation;left;reliable;https://www.thenation.com/;Left;;thenation
1809;The New American;Right;reliable;https://www.thenewamerican.com/;Right;;thenewamerican
1810;The Objective Standard;Right-Center;reliable;https://www.theobjectivestandard.com;Right-Center;;theobjectivestandard
1811;The Post & Email;Right;questionable;https://www.thepostemail.com;NA;NA;thepostemail
1812;The Post Millennial;Right;reliable;https://www.thepostmillennial.com;Right;;thepostmillennial
1813;Witherspoon Institute;exrteme right;questionable;https://www.thepublicdiscourse.com/;extreme right;questionable;thepublicdiscourse
1814;The Quint;Right-Center;reliable;https://www.thequint.com/;Right-Center;;thequint
1815;The Religion of Peace;extreme right;questionable;https://www.thereligionofpeace.com/;extreme right;questionable;thereligionofpeace
1816;The Ringer;Left-Center;reliable;https://www.theringer.com;Left-Center;;theringer
1817;The Saturday Paper;Left-Center;reliable;https://www.thesaturdaypaper.com.au/;Left-Center;;thesaturdaypaper
1818;The Science News Reporter;NA;questionable;https://www.thescinewsreporter.com;NA;NA;thescinewsreporter
1819;The Sorrentino;Right-Center;reliable;https://www.thesorrentino.com;Right-Center;;thesorrentino
1820;Toronto Star;Left-Center;reliable;https://www.thestar.com/;Left-Center;;thestar
1821;The Sun;Right;reliable;https://www.thesun.co.uk/;Right;;thesun
1822;The Times Herald (Port Huron);Right-Center;reliable;https://www.thetimesherald.com;Right-Center;;thetimesherald
1823;The Trace;Left-Center;reliable;https://www.thetrace.org;Left-Center;;thetrace
1824;The Verge;Left-Center;reliable;https://www.theverge.com/;Left-Center;;theverge
1825;The Week UK;Left-Center;reliable;https://www.theweek.co.uk;Left-Center;;theweek
1826;TheWrap;Left-Center;reliable;https://www.thewrap.com;least;;thewrap
1827;Thinking Humanity;NA;questionable;https://www.thinkinghumanity.com/;NA;NA;thinkinghumanity
1828;ThoughtCo;least;reliable;https://www.thoughtco.com;least;;thoughtco
1829;Chattanooga Times Free Press;least;reliable;https://www.timesfreepress.com;Left-Center;;timesfreepress
1830;Times News (Pennsylvania);Right-Center;reliable;https://www.tnonline.com;Right-Center;;tnonline
1831;ToddStarnes.com;Right;questionable;https://www.toddstarnes.com/;NA;NA;toddstarnes
1832;Top Topic;extreme right;questionable;https://www.toptopic.club;extreme right;questionable;toptopic
1833;Toronto Today;Left-Center;questionable;https://www.torontotoday.net/;NA;NA;torontotoday
1834;Transparency International;least;reliable;https://www.transparency.org/;least;;transparency
1835;TRT World;Right;reliable;https://www.trtworld.com;Right;;trtworld
1836;Truth Monitor;extreme right;questionable;https://www.truthmonitor.com/;extreme right;questionable;truthmonitor
1837;Turning Point USA;Right;questionable;https://www.turningpoint.news/;Right;questionable;turningpoint
1838;Understanding the threat;extreme right;questionable;https://www.understandingthethreat.com/;NA;NA;understandingthethreat
1839;University Business;Left-Center;reliable;https://www.universitybusiness.com/;Left-Center;;universitybusiness
1840;UN Watch;Right;reliable;https://www.unwatch.org;Right;;unwatch
1841;Upworthy;left;reliable;https://www.upworthy.com/;Left;;upworthy
1842;UsLibertyWire.club;extreme right;questionable;https://www.uslibertywire.club;Extreme Right;questionable;uslibertywire
1843;Vanity Fair;left;reliable;https://www.vanityfair.com;Left;;vanityfair
1844;Vice News;Left-Center;reliable;https://www.vice.com/;Left-Center;;vice
1845;Voice of America;least;reliable;https://www.voanews.com;least;;voanews
1846;de Volkskrant;Right-Center;reliable;https://www.volkskrant.nl/;Right-Center;;volkskrant
1847;Vos Iz Neias;least;reliable;https://www.vosizneias.com;least;;vosizneias
1848;Recode;least;reliable;https://www.vox.com/recode/;least;;vox
1849;Washington Examiner;Right;reliable;https://www.washingtonexaminer.com/;Right;;washingtonexaminer
1850;Washington Post;Left-Center;reliable;https://www.washingtonpost.com/;Left-Center;;washingtonpost
1851;WayneDupree.com;extreme right;questionable;https://www.waynedupree.com/;Extreme Right;questionable;waynedupree
1852;World Economic Forum;least;reliable;https://www.weforum.org/;least;;weforum
1853;Western Journal;Right;questionable;https://www.westernjournal.com/;NA;NA;westernjournal
1854;Weston A. Price Foundation;NA;questionable;https://www.westonaprice.org/;NA;NA;westonaprice
1855;1600 Daily;Right;reliable;https://www.whitehouse.gov/1600daily;Right;;whitehouse
1856;Wikipedia;least;reliable;https://www.wikipedia.org/;least;;wikipedia
1857;WikiTribune;least;reliable;https://www.wikitribune.com;least;;wikitribune
1858;Wired Magazine;Left-Center;reliable;https://www.wired.com/;Left-Center;;wired
1859;World Net Daily;extreme right;questionable;https://www.wnd.com/;NA;NA;wnd
1860;Women are Human;Right;questionable;https://www.womenarehuman.com/;NA;NA;womenarehuman
1861;World Affairs Brief;NA;questionable;https://www.worldaffairsbrief.com;;conspiracy-pseudoscience;worldaffairsbrief
1862;WorldCrunch;Left-Center;reliable;https://www.worldcrunch.com/;Left-Center;;worldcrunch
1863;WorldHealth.net;NA;questionable;https://www.worldhealth.net/;NA;NA;worldhealth
1864;WorldStarHipHop;left;questionable;https://www.worldstarhiphop.com/;NA;NA;worldstarhiphop
1865;World Tribune;Right;reliable;https://www.worldtribune.com;Right;;worldtribune
1866;Wall Street Journal;Right-Center;reliable;https://www.wsj.com/;Right-Center;;wsj
1867;YourContent;Right-Center;questionable;https://www.yc.news/;NA;NA;yc
1868;Yes Magazine;left;reliable;https://www.yesmagazine.org;Left;;yesmagazine
1869;York Dispatch;Left-Center;reliable;https://www.yorkdispatch.com;Left-Center;;yorkdispatch
1870;The ZDF (Zweites Deutsches Fernsehen);least;reliable;https://www.zdf.de/;least;;zdf
1871;Zebra Fact Check;Right-Center;reliable;https://www.zebrafactcheck.com;Right-Center;;zebrafactcheck
1872;Zerohedge;extreme right;questionable;https://www.zerohedge.com/;NA;NA;zerohedge
1873;NHK World;Left-Center;reliable;https://www3.nhk.or.jp/nhkworld/;least;;nhk
1874;Yavapai News;Right-Center;questionable;https://yavapainews.com/;NA;NA;yavapainews
1875;Yellowhammer Times;Right-Center;questionable;https://yellowhammertimes.com/;NA;NA;yellowhammertimes
1876;Yes I’m Right;extreme right;questionable;https://yesimright.com/;NA;NA;yesimright
1877;Youth Radio;Left-Center;reliable;https://youthradio.org/;Left-Center;;youthradio
1878;Zenith News;extreme right;questionable;https://zenith.news/;NA;NA;zenith
1879;Humans are Free;Right;questionable;humansarefree.com;;conspiracy-pseudoscience;humansarefree
1880;Ice Age Now;NA;questionable;iceagenow.info;;conspiracy-pseudoscience;iceagenow
1881;I Heart Intelligence;NA;questionable;iheartintelligence.com;;conspiracy-pseudoscience;iheartintelligence
1882;Illuminati Watcher;NA;questionable;illuminatiwatcher.com;;conspiracy-pseudoscience;illuminatiwatcher
1883;Information Clearing House;Left;questionable;informationclearinghouse.info;;conspiracy-pseudoscience;informationclearinghouse
1884;Investment Watch Blog;Right;questionable;investmentwatchblog.com;;conspiracy-pseudoscience;investmentwatchblog
1885;Iowa Climate Science Education;NA;questionable;iowaclimate.org;;conspiracy-pseudoscience;iowaclimate
1886;Climate Etc;NA;questionable;judithcurry.com;;conspiracy-pseudoscience;judithcurry
1887;JunkScience.com;NA;questionable;junkscience.com;;conspiracy-pseudoscience;junkscience
1888;LaRouche PAC;NA;questionable;larouchepac.com;;conspiracy-pseudoscience;larouchepac
1889;ACNLatitudes;NA;questionable;latitudes.org;;conspiracy-pseudoscience;latitudes
1890;Learn The Risk;NA;questionable;learntherisk.org;;conspiracy-pseudoscience;learntherisk
1891;Liberty Videos;NA;questionable;libertyvideos.org;;conspiracy-pseudoscience;libertyvideos
1892;LifeSpa;NA;questionable;lifespa.com;;conspiracy-pseudoscience;lifespa
